experiment,script,workflow_name,sample_index,model_name,input_sampling_rate,audio_duration_sec,predicted_text_raw,predicted_text_normalized,reference_text_raw,reference_text_normalized,wer,cer,inference_time_sec,timestamp
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,114,openai/whisper-small,16000,22.272," I'm having issues with the online banking app. I'm not sure what's wrong, but when I try to log in, it keeps crashing. So what I've done is I've deleted it and reinstalled it, but it still does the same thing and it's not working. Is there any way that you can call me back and assist me? Thank you.",i m having issues with the online banking app i m not sure what s wrong but when i try to log in it keeps crashing so what i ve done is i ve deleted it and reinstalled it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,we're having issues with the online banking app I'm not sure what's wrong with but when I try to login it keeps crashing so what I've done is I've deleted it and we installed it but it still does the same thing and it's not working is there any way that you can call me back and assist me thank you,we re having issues with the online banking app i m not sure what s wrong with but when i try to login it keeps crashing so what i ve done is i ve deleted it and we installed it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,0.1044776119402985,0.040268456375838924,1.4015135879999434,2026-04-04 00:41:45
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,25,openai/whisper-small,16000,6.656, I need to pay a bill. I'd like to make payment.,i need to pay a bill i d like to make payment,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.18181818181818182,0.022727272727272728,0.3361830329995428,2026-04-04 00:41:45
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,281,openai/whisper-small,16000,2.218625, I want to open a joint account.,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,0.24744054199982202,2026-04-04 00:41:45
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,250,openai/whisper-small,16000,8.52, I'm going overseas and I need to check my credit card works okay? Okay overseas.,i m going overseas and i need to check my credit card works okay okay overseas,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.17647058823529413,0.07692307692307693,0.44089719600015087,2026-04-04 00:41:46
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,228,openai/whisper-small,16000,6.687375, I need to change my address.,i need to change my address,I need to change my address,i need to change my address,0.0,0.0,0.21328079999966576,2026-04-04 00:41:46
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,142,openai/whisper-small,16000,13.568, I need to get some money out tomorrow and I'm just wondering what's the maximum I can withdraw from the count. Thanks.,i need to get some money out tomorrow and i m just wondering what s the maximum i can withdraw from the count thanks,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.13043478260869565,0.08928571428571429,0.5377802369994242,2026-04-04 00:41:47
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,104,openai/whisper-small,16000,2.645375, The app isn't working.,the app isn t working,the App isn't working,the app isn t working,0.0,0.0,0.1969943329995658,2026-04-04 00:41:47
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,558,openai/whisper-small,16000,14.953625," Hey there, I'm just calling about setting up a direct debit. I'm just hoping that you could help me. I haven't been able to do this on the app and I just want to talk to someone about it to help set everything up.",hey there i m just calling about setting up a direct debit i m just hoping that you could help me i haven t been able to do this on the app and i just want to talk to someone about it to help set everything up,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.25,0.14903846153846154,1.0307450769996649,2026-04-04 00:41:48
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,89,openai/whisper-small,16000,13.056," Hey mate, I'm on to lock my card. I've lost my card so I need to freeze it or stop all transactions. Can you please do that for me?",hey mate i m on to lock my card i ve lost my card so i need to freeze it or stop all transactions can you please do that for me,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.2962962962962963,0.11666666666666667,0.6894311910000397,2026-04-04 00:41:48
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,604,openai/whisper-small,16000,16.981375, Good day mate. I'm making a large purchase online at Sizzle Sunday and SMS verification code or something. I'm not sure how that works. Could you explain that? Thanks.,good day mate i m making a large purchase online at sizzle sunday and sms verification code or something i m not sure how that works could you explain that thanks,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.3225806451612903,0.14193548387096774,0.7567069690003336,2026-04-04 00:41:49
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,432,openai/whisper-small,16000,8.448, Hi there. I'm calling about a business loan. I was wondering if I could get some information from you please.,hi there i m calling about a business loan i was wondering if i could get some information from you please,hi there I'm calling about a business loan I was wondering if I could get some information from you please,hi there i m calling about a business loan i was wondering if i could get some information from you please,0.0,0.0,0.5215492389997962,2026-04-04 00:41:50
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,32,openai/whisper-small,16000,8.12," You need to make a payment, an overdue payment.",you need to make a payment an overdue payment,I need to make a payment an overdue payment,i need to make a payment an overdue payment,0.1111111111111111,0.06976744186046512,0.300945354999385,2026-04-04 00:41:50
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,30,openai/whisper-small,16000,1.9505, The old payment.,the old payment,bill payment,bill payment,1.0,0.5,0.1737267480002629,2026-04-04 00:41:50
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,95,openai/whisper-small,16000,14.933375," Oh, hi there. I've just discovered that my card has gone missing and I'd like to freeze my card so that no transactions can occur. Can you help me with that please? Thanks.",oh hi there i ve just discovered that my card has gone missing and i d like to freeze my card so that no transactions can occur can you help me with that please thanks,oh hi there I've just discovered that my card has gone missing and ID like to freeze my car so that no transaction connect her can you help me help me with that please thanks,oh hi there i ve just discovered that my card has gone missing and id like to freeze my car so that no transaction connect her can you help me help me with that please thanks,0.2222222222222222,0.10344827586206896,0.7858581659993433,2026-04-04 00:41:51
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,223,openai/whisper-small,16000,6.997375," Hi, I'd like to change the address on my account please.",hi i d like to change the address on my account please,hi I just said the address of my come please,hi i just said the address of my come please,0.6,0.4318181818181818,0.36222017199997936,2026-04-04 00:41:51
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,238,openai/whisper-small,16000,5.461375," Hello, I was just wondering if I could please change my address. Thank you.",hello i was just wondering if i could please change my address thank you,hello I was just wondering if I could please change my address thank you,hello i was just wondering if i could please change my address thank you,0.0,0.0,0.3834508669997376,2026-04-04 00:41:52
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,517,openai/whisper-small,16000,4.864," Hello, I was wondering if you could please show me my latest transactions.",hello i was wondering if you could please show me my latest transactions,hello I was wondering if you could please show me my latest transaction,hello i was wondering if you could please show me my latest transaction,0.07692307692307693,0.014084507042253521,0.35368493599980866,2026-04-04 00:41:52
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,616,openai/whisper-small,16000,3.901, I'm just wondering how I can deposit money into the account.,i m just wondering how i can deposit money into the account,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.0,0.0,0.3262186689998998,2026-04-04 00:41:52
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,27,openai/whisper-small,16000,6.912," Yes, I'd like to pay my bill today using a credit card.",yes i d like to pay my bill today using a credit card,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.16666666666666666,0.019230769230769232,0.3658172369996464,2026-04-04 00:41:53
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,574,openai/whisper-small,16000,19.370625," Hi, I'm trying to make a large payment with a large sum of money. I do not know what to do with my messages and the payment code. What am I supposed to do?",hi i m trying to make a large payment with a large sum of money i do not know what to do with my messages and the payment code what am i supposed to do,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.782608695652174,0.5526315789473685,0.764089143000092,2026-04-04 00:41:54
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,203,openai/whisper-small,16000,7.594625, My address. I want to change my address.,my address i want to change my address,my address I want to change my address,my address i want to change my address,0.0,0.0,0.2624408150004456,2026-04-04 00:41:54
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,429,openai/whisper-small,16000,3.584, I'm calling to find out about new business loans.,i m calling to find out about new business loans,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.0,0.0,0.2788450019997981,2026-04-04 00:41:54
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,225,openai/whisper-small,16000,12.074375," Hey there, I'm just calling about my address. I've recently moved and I'm just needing to change it. Hopefully you can just lend me a hand with that one. Thanks.",hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,hey there I'm just calling about my address I've recently moved and I'm just needing to change it hopefully you can just lend me a hand with that one thanks,hey there i m just calling about my address i ve recently moved and i m just needing to change it hopefully you can just lend me a hand with that one thanks,0.0,0.0,0.7482992360000935,2026-04-04 00:41:55
exp2_shortform_asr,GA20A,ga20a_whisper_pipeline,459,openai/whisper-small,16000,4.522625, Hi there. I have a question about an existing loan.,hi there i have a question about an existing loan,hi there I have a question about the existing loan,hi there i have a question about the existing loan,0.1,0.06,0.29414339899994957,2026-04-04 00:41:55
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,114,facebook/wav2vec2-base-960h,16000,22.272,MHAVEN E SHOES WITH THE ON MY BANKING APPLE AT SHOR IT'S WRONG  TUT WHEN I TRY TO LOG IN IT KICKS CRASHING SO WHAT I'VE DONE HIS OVE TO LATED IT AND WING TOLED IT BUT IT STILL DOS THE FAINTING AND IT'S NOT WORKING AH IS THERE ANY WAY THAT YO CAN CALL ME BACK AN ERSYST ME THANK YOU,mhaven e shoes with the on my banking apple at shor it s wrong tut when i try to log in it kicks crashing so what i ve done his ove to lated it and wing toled it but it still dos the fainting and it s not working ah is there any way that yo can call me back an ersyst me thank you,we're having issues with the online banking app I'm not sure what's wrong with but when I try to login it keeps crashing so what I've done is I've deleted it and we installed it but it still does the same thing and it's not working is there any way that you can call me back and assist me thank you,we re having issues with the online banking app i m not sure what s wrong with but when i try to login it keeps crashing so what i ve done is i ve deleted it and we installed it but it still does the same thing and it s not working is there any way that you can call me back and assist me thank you,0.44776119402985076,0.21476510067114093,0.8440155799999047,2026-04-04 00:41:58
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,25,facebook/wav2vec2-base-960h,16000,6.656,I'M I ME TO PAY A BILL I'D LIKE TO MAKE PAYMENT,i m i me to pay a bill i d like to make payment,I need to pay a bill ID like to make payment,i need to pay a bill id like to make payment,0.45454545454545453,0.1590909090909091,0.21667632899971068,2026-04-04 00:41:58
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,281,facebook/wav2vec2-base-960h,16000,2.218625,I WANT TO OPEN A JOINT ACCOUNT,i want to open a joint account,I want to open a joint account,i want to open a joint account,0.0,0.0,0.09791308800049592,2026-04-04 00:41:58
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,250,facebook/wav2vec2-base-960h,16000,8.52,AM JANGAVASAYS AN I NEED TO CHECK MY CREDIT CADWORKS A THE CAI LIKE IAVA SAY,am jangavasays an i need to check my credit cadworks a the cai like iava say,I'm going overseas and I need to check my credit card works ok but ok overseas,i m going overseas and i need to check my credit card works ok but ok overseas,0.7058823529411765,0.3974358974358974,0.3171453429995381,2026-04-04 00:41:59
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,228,facebook/wav2vec2-base-960h,16000,6.687375,I NEED TO CHANGE MY ADDRESS,i need to change my address,I need to change my address,i need to change my address,0.0,0.0,0.2175440979999621,2026-04-04 00:41:59
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,142,facebook/wav2vec2-base-960h,16000,13.568,II NEED TO GET MONEY OUT TOMORR AND I'M JUST RUNNING AT ROME WHAT'S THE MAXEM I CAN WITHDRAW FROM THE COUNT THANKS,ii need to get money out tomorr and i m just running at rome what s the maxem i can withdraw from the count thanks,I need to get money out tomorrow and I'm just wondering what's the maximum I can withdraw from my account thanks,i need to get money out tomorrow and i m just wondering what s the maximum i can withdraw from my account thanks,0.34782608695652173,0.21428571428571427,0.4812545089998821,2026-04-04 00:41:59
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,104,facebook/wav2vec2-base-960h,16000,2.645375,THE AP ISN'T WORKING,the ap isn t working,the App isn't working,the app isn t working,0.2,0.047619047619047616,0.12386464500013972,2026-04-04 00:41:59
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,558,facebook/wav2vec2-base-960h,16000,14.953625,HOVER I'M I'M JUST CALLING ABOUT SITTING UP A DIRECT DEVERT I'M I'M JUST HOPING THAT YOU COUL HELP ME I HAVEN'T BEEN ABLE DO THIS ARM ON THE APINO JUST WHENT TO TALK TO SOME ONE ABOUT IT TO HELP YOU KNOW SEIT EVERYTHING UP,hover i m i m just calling about sitting up a direct devert i m i m just hoping that you coul help me i haven t been able do this arm on the apino just whent to talk to some one about it to help you know seit everything up,hello I'm I'm just calling about setting up a direct debit I'm I'm just hoping that you could help me I have never do this on the app and I just want to talk to someone about it to help you said everything up,hello i m i m just calling about setting up a direct debit i m i m just hoping that you could help me i have never do this on the app and i just want to talk to someone about it to help you said everything up,0.3541666666666667,0.19230769230769232,0.54089195799952,2026-04-04 00:42:00
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,89,facebook/wav2vec2-base-960h,16000,13.056,EMAT AM AMON TE LOKMACAD OF LOSMACADS AN DED THE FREEZER TO STOPLE TRANSACTIONS CAN YOUAIN PLEASE DO THAT FOR ME,emat am amon te lokmacad of losmacads an ded the freezer to stople transactions can youain please do that for me,hey mate I'm on lock my cardos lost my card so I need the freezer to stop all transactions can you please do that for me,hey mate i m on lock my cardos lost my card so i need the freezer to stop all transactions can you please do that for me,0.6296296296296297,0.2916666666666667,0.467153264999979,2026-04-04 00:42:00
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,604,facebook/wav2vec2-base-960h,16000,16.981375,EH GET I MI AM I MAKING A LARGE PURCHASE ON WINE AT SIZIL SENDI AN ESEMES EFROCATION CARRID OR SOMETHING IM NOT SURE HOW THAT WORKS COULD YOU EXPLAIN THAT THANKS,eh get i mi am i making a large purchase on wine at sizil sendi an esemes efrocation carrid or something im not sure how that works could you explain that thanks,g'day mate I'm making a large purchase online it says ill send me an SMS verification code or something not sure how that works could you explain it thanks,g day mate i m making a large purchase online it says ill send me an sms verification code or something not sure how that works could you explain it thanks,0.5483870967741935,0.2709677419354839,0.6602610859999913,2026-04-04 00:42:01
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,432,facebook/wav2vec2-base-960h,16000,8.448,I THEH I'M CALLING ABOUT A BUSINESS LAND I WAS WONTEN IF I GET SOME INFORMATION FROM YO PLACE,i theh i m calling about a business land i was wonten if i get some information from yo place,hi there I'm calling about a business loan I was wondering if I could get some information from you please,hi there i m calling about a business loan i was wondering if i could get some information from you please,0.3333333333333333,0.16981132075471697,0.30457960900002945,2026-04-04 00:42:01
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,32,facebook/wav2vec2-base-960h,16000,8.12,YOU NEED TO MAKE A PAYMENT AN AVIDU PAYMENT,you need to make a payment an avidu payment,I need to make a payment an overdue payment,i need to make a payment an overdue payment,0.2222222222222222,0.16279069767441862,0.2914198549997309,2026-04-04 00:42:02
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,30,facebook/wav2vec2-base-960h,16000,1.9505,THE OL PIMANT,the ol pimant,bill payment,bill payment,1.5,0.6666666666666666,0.09002461399995809,2026-04-04 00:42:02
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,95,facebook/wav2vec2-base-960h,16000,14.933375,OH HITHER I'M I'VE JUST DISCOVERED THAT MY CAD HAS GONE MISSING AND TAAM AT LATU FRASMA CAS AT AT NY TRANSACTIONS CAN OCCUR AM CAN YOU HELP THAT HELP ME WITH THAT PLACE THANKS,oh hither i m i ve just discovered that my cad has gone missing and taam at latu frasma cas at at ny transactions can occur am can you help that help me with that place thanks,oh hi there I've just discovered that my card has gone missing and ID like to freeze my car so that no transaction connect her can you help me help me with that please thanks,oh hi there i ve just discovered that my card has gone missing and id like to freeze my car so that no transaction connect her can you help me help me with that please thanks,0.5,0.25287356321839083,0.5396628560001773,2026-04-04 00:42:02
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,223,facebook/wav2vec2-base-960h,16000,6.997375,WHY LET'S TAKE THE ADDRESS OF MY COUNT PLEAS,why let s take the address of my count pleas,hi I just said the address of my come please,hi i just said the address of my come please,0.6,0.3181818181818182,0.2585141019999355,2026-04-04 00:42:03
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,238,facebook/wav2vec2-base-960h,16000,5.461375,HELLO I WAS JUST WONDERING IF I COULD PLEASE CHANGE MY IDRIFT THANK YOU,hello i was just wondering if i could please change my idrift thank you,hello I was just wondering if I could please change my address thank you,hello i was just wondering if i could please change my address thank you,0.07142857142857142,0.06944444444444445,0.2298331350002627,2026-04-04 00:42:03
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,517,facebook/wav2vec2-base-960h,16000,4.864,HELLO I WAS WONDERING IF YOU COULD PLEASE SHOW ME MY LATEST TRANSACTIONS,hello i was wondering if you could please show me my latest transactions,hello I was wondering if you could please show me my latest transaction,hello i was wondering if you could please show me my latest transaction,0.07692307692307693,0.014084507042253521,0.21273113200004445,2026-04-04 00:42:03
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,616,facebook/wav2vec2-base-960h,16000,3.901,I'M JUST WONDERING HOW I CAN DEPARTET MONEY INTO THE ATTOWN,i m just wondering how i can departet money into the attown,I'm just wondering how I can deposit money into the account,i m just wondering how i can deposit money into the account,0.16666666666666666,0.13559322033898305,0.1794814699997005,2026-04-04 00:42:03
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,27,facebook/wav2vec2-base-960h,16000,6.912,I YETHOD LIKE TO PAY MY BILL TO DAY USING A A CARTICOT,i yethod like to pay my bill to day using a a carticot,yes ID like to pay my bill today using a credit card,yes id like to pay my bill today using a credit card,0.5,0.28846153846153844,0.298990617000527,2026-04-04 00:42:04
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,574,facebook/wav2vec2-base-960h,16000,19.370625,I I AM TRYINIC HERE MARGE PAYMENT PEFE LA SUM OF MONEY I DO NOT KNOW WHAT TO DO WITH MY MESSAGES HEN THE PAYMENT COURT OMASCOSTOT,i i am tryinic here marge payment pefe la sum of money i do not know what to do with my messages hen the payment court omascostot,hi I'm traffic lights payment prefer lots of money I do not know what to do with my messages and apparently chords,hi i m traffic lights payment prefer lots of money i do not know what to do with my messages and apparently chords,0.5652173913043478,0.39473684210526316,0.9669191000002684,2026-04-04 00:42:04
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,203,facebook/wav2vec2-base-960h,16000,7.594625,MY ADDRESS I WANT TO CHANGE MY ADDRESS,my address i want to change my address,my address I want to change my address,my address i want to change my address,0.0,0.0,0.3540867159999834,2026-04-04 00:42:05
exp2_shortform_asr,GA20B,ga20b_wav2vec2_ctc,429,facebook/wav2vec2-base-960h,16000,3.584,I'M CALLING TO FIND OUT ABOUT NEW BUSINESS FONS,i m calling to find out about new business fons,I'm calling to find out about new business loans,i m calling to find out about new business loans,0.1,0.041666666666666664,0.16802259199994296,2026-04-04 00:42:05
